property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,Latitude,Longitude
flat,pgr shree kripaluji apartment,sector 52,1.4,6087.0,3,3,3+,8.0,Relatively New,2300.0,0,0,0,0,0,1,80,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,tulip violet★,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,2,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,emaar mgf the palm drive★,sector 66,3.2,17778.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,1,0,1,117,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,sobha city,sector 108,3.35,13267.0,3,4,2,19.0,New Property,2525.0,0,0,0,0,0,2,102,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sare green parc,sector 92,1.07,5245.0,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,2,86,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo victory valley★,sector 67,2.95,12236.0,3,3,3,10.0,Relatively New,2150.0,0,1,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,parsvnath exotica★,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2500.0,0,1,0,1,1,1,49,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,la vida by tata housing,sector 113,1.35,1554.0,2,2,3,10.0,New Property,1090.0,0,0,0,0,0,2,174,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ganga apartment,sector 11,0.55,3352.0,2,2,1,3.0,Moderately Old,1000.0,0,0,0,0,0,2,81,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,godrej ★,sector 79,1.34,8524.0,3,3,3,7.0,Relatively New,1423.0,0,0,0,0,0,2,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,rof ananda,sector 95,0.55,5500.0,3,2,2,14.0,New Property,866.0,1,0,0,0,0,0,30,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,mm golfestate★,sector 65,5.0,18519.0,3,3,3+,28.0,Relatively New,2800.0,0,1,0,1,0,1,165,"28.4030° N, 77.0690° E",28.403,77.069
flat,la vida by tata housing,sector 113,3.72,13985.0,5,4,3+,0.0,New Property,2660.0,0,0,0,1,0,0,44,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,emaar palm gardens★,sector 83,1.8,9474.0,3,4,3,4.0,Relatively New,1551.0,1,1,1,1,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,unitech greenwood city★,sector 45,2.4,12346.0,3,3,2,1.0,New Property,195.0,0,1,0,0,0,1,19,"28.4466° N, 77.0660° E",28.4466,77.066
flat,dlf the ultima★,sector 81,2.12,10081.0,3,3,3+,9.0,Relatively New,1650.0,1,1,0,1,1,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,vatika gurgaon ★,sector 83,1.1,6051.0,3,3,3,12.0,Relatively New,1570.0,0,1,0,0,0,1,66,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,tulip violet★,sector 69,1.6,10139.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,2,49,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,paras dews,sector 106,1.14,6000.0,3,4,3,8.0,Relatively New,1305.0,1,1,0,0,0,2,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,rof ananda,sector 95,0.2,622.0,1,1,1,2.0,Relatively New,3213.0,0,0,0,1,0,2,53,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,vidya apartment,sector 12,0.22,467.0,2,2,1,1.0,Relatively New,611.0,0,0,0,0,1,0,36,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ss the leaf★,sector 85,1.25,7180.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,2,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,mapsko royale ville★,sector 82,0.99,5531.0,3,4,2,14.0,New Property,1620.0,0,1,0,0,0,2,95,"28.3935° N, 76.9600° E",28.3935,76.96
flat,dlf the ultima★,sector 81,2.35,11175.0,3,3,3+,14.0,Relatively New,1550.0,1,1,0,1,1,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,vipul world★,sector 48,1.38,9485.0,3,3,1,2.0,Relatively New,1455.0,0,0,0,0,0,2,60,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ats kocoon,sector 109,1.68,9628.0,3,3,3,8.0,Relatively New,1579.0,0,0,0,0,0,2,142,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,shree vardhman victoria★,sector 70,1.8,9231.0,3,4,3,2.0,New Property,1527.0,0,1,0,0,1,2,45,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,supertech basera,sector 79,0.36,849.0,2,2,1,4.0,New Property,523.0,0,0,0,0,0,2,60,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tarc maceo★,sector 91,0.89,6339.0,2,2,3+,9.0,Relatively New,1302.0,0,0,0,0,1,1,13,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,unitech south park,sector 70,1.13,7001.0,3,3,2,1.0,Under Construction,1457.0,0,0,0,0,0,2,46,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shree vardhman flora★,sector 90,0.7,5178.0,2,2,3,9.0,New Property,1224.0,1,0,0,0,0,2,97,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,lotus elise,sector 99,0.95,6552.0,2,3,3,7.0,Relatively New,1450.0,0,1,0,0,0,2,0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,dlf the ultima★,sector 81,3.45,12013.0,4,4,3+,10.0,New Property,2599.0,0,1,0,0,0,0,165,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,orchid petals★,sector 49,1.9,10526.0,3,3,3,9.0,Moderately Old,1805.0,0,1,0,0,0,1,95,"28.4121° N, 77.0480° E",28.4121,77.048
flat,signature global city d ph,sector 37d,1.36,8848.0,3,3,3,1.0,Under Construction,1537.0,0,0,0,1,1,2,37,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,puri diplomatic greens★,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2670.0,0,1,0,0,0,1,94,"28.5238° N, 77.0320° E",28.5238,77.032
flat,afnhb jalvayu vihar★,sector 30,1.3,10000.0,3,3,2,2.0,Old Property,1401.0,0,0,0,0,0,2,19,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,signature global synera★,sector 81,0.5,756.0,2,2,3,6.0,Relatively New,700.0,0,0,0,0,0,2,117,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,pivotal devaan,sector 84,0.41,781.0,2,2,2,10.0,New Property,565.0,0,0,0,0,0,1,23,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,vipul lavanya★,sector 81,0.6,741.0,2,2,1,0.0,Under Construction,814.0,0,0,0,0,0,2,0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,supertech araville,sector 79,0.95,6209.0,2,2,3,7.0,New Property,1385.0,1,0,0,0,0,2,49,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ats kocoon★,sector 109,1.65,10645.0,3,3,3,19.0,Relatively New,1650.0,0,0,1,0,0,1,159,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar mgf emerald floors premier★,sector 65,2.25,13636.0,3,3,3+,3.0,Relatively New,1493.0,1,1,0,0,0,2,152,"28.4030° N, 77.0690° E",28.403,77.069
flat,ss the leaf★,sector 85,1.09,6663.0,2,2,3,5.0,Relatively New,1475.0,0,0,0,0,0,2,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,supertech araville,sector 79,0.78,6023.0,2,2,3+,0.0,New Property,1172.0,0,0,0,0,1,2,74,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulip violet★,sector 69,1.55,9823.0,3,3,2,9.0,Relatively New,1428.0,0,0,0,1,0,1,165,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf new town heights ★,sector 90,1.95,7151.0,4,4,3+,24.0,Relatively New,2456.0,0,1,1,0,0,2,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,bestech altura,sector 79,1.72,8000.0,3,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,1,174,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,experion windchants★,sector 112,4.75,12623.0,3,5,3+,4.0,Relatively New,3405.0,0,1,0,0,0,1,42,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,bestech park view city★,sector 48,1.8,10251.0,3,4,3,3.0,Moderately Old,1756.0,1,0,0,0,0,1,76,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ansal heights,sector 86,0.78,5735.0,2,2,1,8.0,New Property,1231.0,0,0,0,0,0,2,67,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,shapoorji pallonji joyville gurugram★,sector 102,1.95,13929.0,3,3,3,6.0,New Property,1616.0,0,0,0,1,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,chintels paradiso★,sector 109,1.97,7490.0,4,4,2,11.0,Relatively New,2380.0,0,1,0,1,0,2,49,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 11,0.3,60.0,6,3,3,3.0,Moderately Old,50.0,0,0,0,0,0,2,0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,godrej icon,sector 88a,1.62,10019.0,3,2,3+,10.0,Relatively New,1463.0,1,0,0,0,0,0,49,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,smart world gems,sector 89,0.9,8145.0,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,2,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,mm soulitude,sector 89,1.14,8000.0,3,3,2,2.0,Under Construction,1425.0,1,0,0,0,0,2,77,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,godrej ★,sector 79,2.5,11141.0,3,3,3+,5.0,Relatively New,2000.0,0,0,0,0,0,2,0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ansal heights★,sector 92,0.72,4500.0,3,3,3,9.0,Relatively New,1700.0,0,1,0,0,0,2,49,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,indiabulls centrum park★,sector 103,1.2,8433.0,2,2,3,3.0,Moderately Old,1288.0,0,0,0,0,0,2,26,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,vatika gurgaon ★,sector 83,1.4,6629.0,3,3,2,7.0,Relatively New,1570.0,0,0,0,0,0,1,74,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,apex our homes,sector 37c,0.35,420.0,2,2,1,7.0,Relatively New,850.0,0,0,0,0,0,1,158,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,puri diplomatic greens★,sector 111,3.65,12373.0,4,5,3+,17.0,Moderately Old,2670.0,0,1,0,0,0,2,132,"28.5238° N, 77.0320° E",28.5238,77.032
flat,sare crescent parc★,sector 92,0.49,546.0,2,2,2,2.0,Relatively New,8982.0,0,0,0,0,0,2,96,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,mm merlin★,sector 67,4.5,14268.0,4,4,3+,15.0,Relatively New,2854.0,0,1,0,0,0,1,158,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,raheja vedaanta★,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1663.0,0,0,0,1,0,2,174,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ramprastha the edge towers★,sector 37d,0.71,5420.0,2,2,3,10.0,New Property,1100.0,0,0,0,0,1,2,38,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,bestech park view residency★,sector 2,0.98,6931.0,2,2,3,11.0,Moderately Old,1281.0,0,0,0,0,0,2,83,"28.5095° N, 77.0320° E",28.5095,77.032
flat,tulip white★,sector 69,0.9,6787.0,3,2,3,6.0,Relatively New,1326.0,0,0,0,1,0,2,121,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bhagwati sadan,sector 12,1.15,5750.0,3,4,2,2.0,Old Property,2000.0,1,1,0,0,1,1,28,"28.4723° N, 77.0320° E",28.4723,77.032
flat,godrej habitat,sector 3,1.35,12784.0,2,2,0,4.0,Old Property,1013.0,0,0,0,0,0,2,60,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,hsiidc sidco shivalik apartments★,manesar,0.6,4000.0,3,2,2,5.0,Moderately Old,1277.0,0,0,0,0,0,2,80,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,signature global orchard avenue★,sector 93,0.4,609.0,2,2,0,0.0,Relatively New,6570.0,0,0,0,0,0,2,0,"28.4153° N, 76.9326° E",28.4153,76.9326
flat,vatika the seven lamps★,sector 82,0.89,8847.0,2,2,2,14.0,Relatively New,1202.0,1,0,0,0,0,1,129,"28.3935° N, 76.9600° E",28.3935,76.96
flat,the close north★,sector 50,2.7,9982.0,3,3,3+,3.0,Moderately Old,2357.0,0,1,0,0,0,2,117,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,godrej air,sector 85,1.35,1515.0,2,2,3,19.0,Under Construction,8910.0,0,0,0,0,0,2,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,bptp terra★,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,1983.0,0,1,0,0,0,2,127,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,2,2,3,14.0,Relatively New,1368.0,0,0,0,0,0,2,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ss the leaf★,sector 85,1.15,1330.0,2,2,3,20.0,Relatively New,1263.0,0,0,0,1,0,2,107,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,mm heights,sector 65,2.79,14170.0,3,3,3,26.0,New Property,1969.0,0,0,0,0,0,2,15,"28.4030° N, 77.0690° E",28.403,77.069
flat,vatika the seven lamps★,sector 82,0.81,6193.0,2,2,2,15.0,Relatively New,1176.0,0,0,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
flat,mm golfestate★,sector 65,6.15,18331.0,3,4,2,20.0,Relatively New,2444.0,0,0,0,0,0,2,0,"28.4030° N, 77.0690° E",28.403,77.069
flat,suncity vatsal valley,sector 12,1.38,12212.0,2,2,2,4.0,Under Construction,1130.0,0,0,0,0,0,1,133,"28.4723° N, 77.0320° E",28.4723,77.032
flat,guru gram haryana cghs★,sector 56,1.39,7228.0,3,3,3,4.0,Moderately Old,1738.0,1,0,0,0,0,1,134,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,beverley park,sector 43,8.44,16231.0,4,5,3,9.0,Moderately Old,5000.0,0,1,0,0,0,0,117,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,godrej summit★,sector 104,1.25,6779.0,3,4,3+,12.0,Relatively New,1669.0,0,1,0,0,1,2,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,signature global city,sector 81,0.89,8279.0,2,2,2,3.0,Under Construction,1075.0,0,0,0,0,1,2,20,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,signature global city,sector 92,0.99,9074.0,3,2,3,1.0,Under Construction,1091.0,0,0,0,0,0,2,24,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,imperia the esfera,sector 37c,0.87,5513.0,2,3,3+,9.0,New Property,1428.0,1,0,0,0,0,2,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,ss the leaf★,sector 85,1.91,5026.0,4,6,3,6.0,Relatively New,3890.0,0,1,0,0,0,2,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ss the leaf★,sector 85,2.15,10925.0,4,5,3+,6.0,Relatively New,2366.0,0,1,0,0,0,2,156,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shapoorji pallonji joyville gurugram★,sector 102,1.41,10307.0,2,2,3,0.0,Relatively New,1238.0,0,0,0,0,1,2,49,"28.4750° N, 76.9715° E",28.475,76.9715
flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,1.0,New Property,1050.0,0,0,0,0,0,1,42,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ss the leaf★,sector 85,1.3,10484.0,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,2,148,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,dlf regal gardens★,sector 90,1.15,6326.0,3,3,3+,18.0,Relatively New,1645.0,0,0,0,1,0,1,130,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ashray apartment,sector 12,0.64,837.0,2,2,1,3.0,Moderately Old,7650.0,0,0,0,0,0,1,42,"28.4723° N, 77.0320° E",28.4723,77.032
flat,tulip violet★,sector 69,1.32,8413.0,3,3,1,12.0,Relatively New,1419.0,0,0,0,1,0,1,86,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,puri emerald bay★,sector 104,1.58,9117.0,2,3,3,11.0,Relatively New,1538.0,0,1,0,0,0,2,101,"28.4788° N, 76.9960° E",28.4788,76.996
flat,antriksh heights★,sector 84,0.6,5000.0,2,2,2,14.0,Relatively New,1086.0,0,0,0,0,0,2,52,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,dlf the ultima★,sector 81,2.4,11412.0,3,4,3+,19.0,Relatively New,1903.0,0,1,0,0,0,0,174,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,shapoorji pallonji joyville gurugram★,sector 102,1.26,10040.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,2,108,"28.4750° N, 76.9715° E",28.475,76.9715
flat,vatika gurgaon ★,sector 83,0.95,6574.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,1,96,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,cghs agrim apartment,sector 12,1.49,8514.0,3,2,3+,1.0,Old Property,1750.0,0,0,0,0,0,0,68,"28.4723° N, 77.0320° E",28.4723,77.032
flat,puri diplomatic greens★,sector 111,2.25,13235.0,3,3,2,12.0,Relatively New,1538.0,0,0,0,0,0,2,101,"28.5238° N, 77.0320° E",28.5238,77.032
flat,tulip lemon★,sector 69,0.6,1111.0,2,1,1,12.0,Relatively New,5400.0,0,0,0,0,0,2,23,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,antriksh green,sector 45,2.25,7826.0,4,4,2,9.0,Old Property,2875.0,0,1,0,0,0,0,23,"28.4466° N, 77.0660° E",28.4466,77.066
flat,tarc maceo★,sector 91,1.5,6466.0,3,4,3+,3.0,Relatively New,1786.0,1,1,0,0,0,2,112,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,bestech park view grand spa★,sector 81,2.35,8835.0,3,4,3+,10.0,Relatively New,2511.0,0,1,0,0,0,2,109,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ss the leaf★,sector 85,1.77,7350.0,3,4,3+,7.0,New Property,2179.0,0,0,1,0,0,2,107,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ansals api esencia,sector 7,2.4,8000.0,4,4,3+,1.0,New Property,2442.0,0,0,0,0,0,1,91,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2.0,Relatively New,1775.0,0,0,0,0,0,1,113,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,emaar mgf the palm drive★,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,2882.0,1,1,1,1,0,1,131,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,signature global solera★,sector 107,0.5,861.0,3,2,2,6.0,Relatively New,5805.0,0,0,0,0,1,2,49,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,shree vardhman flora★,sector 90,0.65,4815.0,2,2,3,10.0,Moderately Old,1222.0,1,0,0,0,0,1,83,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,puri emerald bay★,sector 104,2.65,15006.0,3,4,3,15.0,Relatively New,2090.0,0,1,0,0,0,1,174,"28.4788° N, 76.9960° E",28.4788,76.996
flat,paras dews,sector 106,0.97,8818.0,2,2,3,6.0,New Property,1200.0,0,0,0,1,0,1,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,vatika the seven lamps★,sector 82,1.37,8754.0,3,3,3,11.0,Relatively New,2000.0,1,1,0,1,0,1,145,"28.3935° N, 76.9600° E",28.3935,76.96
flat,parsvnath green ville★,sector 48,1.6,8377.0,3,3,3+,8.0,Old Property,1895.0,0,0,0,0,1,1,49,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,godrej summit★,sector 104,1.16,6388.0,3,4,3+,8.0,Relatively New,1816.0,0,1,0,0,0,1,96,"28.4788° N, 76.9960° E",28.4788,76.996
flat,smart world orchard,sector 61,1.5,12500.0,2,2,2,2.0,Under Construction,1200.0,1,0,0,0,0,2,49,"28.4050° N, 77.0963° E",28.405,77.0963
flat,mm woodshire★,sector 107,0.8,5857.0,2,2,3+,6.0,Relatively New,1204.0,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf regal gardens★,sector 90,1.25,5930.0,3,3,3,18.0,Relatively New,1557.0,0,0,0,0,1,2,72,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ireo skyon★,sector 60,3.75,13393.0,4,4,3,12.0,Relatively New,2650.0,0,1,0,0,0,1,49,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,emaar mgf the palm drive★,sector 66,3.4,15455.0,3,4,3,9.0,Relatively New,2200.0,0,1,1,0,0,1,96,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,emaar gurgaon greens★,sector 102,1.3,7879.0,3,3,3,4.0,Relatively New,1315.0,0,1,0,0,0,1,125,"28.4750° N, 76.9715° E",28.475,76.9715
flat,pioneer araya★,sector 62,9.2,19944.0,4,6,3,5.0,Relatively New,3867.0,0,1,0,1,0,1,156,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,godrej air,sector 85,1.3,1616.0,2,2,3,30.0,Under Construction,1130.0,0,0,0,0,0,2,111,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shapoorji pallonji joyville gurugram★,sector 102,1.95,17287.0,3,3,3,12.0,New Property,1465.0,0,0,1,0,0,2,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,mm heights,sector 65,2.33,18477.0,2,2,3,35.0,Under Construction,1141.0,0,0,0,0,0,1,49,"28.4030° N, 77.0690° E",28.403,77.069
flat,mm ikonic,sector 68,1.8,9231.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,1,126,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,smart world one dxp,sector 113,3.45,13269.0,4,4,3,11.0,Under Construction,2353.0,1,1,0,0,0,1,156,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,sbtl caladium,sector 109,1.7,6680.0,3,3,3+,9.0,Relatively New,2303.0,0,1,0,0,0,2,159,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej ★,sector 79,1.34,8524.0,2,2,3,2.0,Relatively New,1423.0,1,0,0,0,0,2,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ats triumph★,sector 104,1.75,7642.0,3,4,3+,11.0,Relatively New,2072.0,0,1,0,0,0,2,110,"28.4788° N, 76.9960° E",28.4788,76.996
flat,corona optus★,sector 37c,1.25,7176.0,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,2,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,vatika iris floors,sector 82,0.63,5590.0,2,2,3+,2.0,Relatively New,1026.0,1,0,0,0,0,2,110,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ramprastha primera,sector 37d,1.02,6000.0,3,2,3,22.0,Under Construction,1538.0,0,0,0,0,0,2,43,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,la vida by tata housing,sector 113,2.48,14091.0,3,3,3+,8.0,New Property,1980.0,0,1,0,0,0,2,79,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ansal heights,sector 86,1.05,5541.0,3,3,3,9.0,Under Construction,1715.0,0,1,0,0,0,2,0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,dlf trinity towers★,sector 43,3.8,15510.0,3,3,3+,1.0,Moderately Old,2450.0,0,1,0,1,0,1,68,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vatika city homes★,sector 83,0.75,5660.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,1,49,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ansal api esencia★,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1406.0,0,0,0,0,0,2,9,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,bptp terra★,sector 37d,1.72,9498.0,3,3,3,9.0,Relatively New,1373.0,1,0,0,0,0,1,24,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,godrej ★,sector 79,1.33,8531.0,2,2,3,6.0,Relatively New,1411.0,1,0,0,0,0,2,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,emaar mgf the palm drive★,sector 66,3.5,15909.0,3,3,3,7.0,Moderately Old,2125.0,0,1,1,0,0,1,149,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,mapsko mount ville★,sector 79,1.55,8540.0,3,4,3,11.0,Relatively New,1416.0,0,1,0,0,0,1,152,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,vipul lavanya★,sector 81,1.0,8000.0,2,2,2,7.0,Relatively New,1131.0,0,0,0,0,0,2,31,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,mm woodshire★,sector 107,1.02,6649.0,2,2,3,6.0,Relatively New,1388.0,1,0,0,0,0,2,112,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,bestech park view ananda★,sector 81,1.35,7542.0,3,3,3+,8.0,Old Property,1790.0,0,0,0,0,0,2,114,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ss the leaf★,sector 85,1.17,7002.0,2,2,3,11.0,Relatively New,1660.0,0,0,0,0,0,2,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,antriksh heights★,sector 84,0.85,4928.0,3,3,3+,10.0,Relatively New,1561.0,1,0,0,0,0,2,52,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,the close north★,sector 50,2.5,11945.0,3,3,3,11.0,Relatively New,1894.0,0,0,0,1,0,1,127,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,imperia the esfera,sector 37c,0.98,5399.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,1,2,49,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,mm soulitude,sector 89,1.0,9066.0,2,2,2,2.0,New Property,1103.0,1,0,0,0,0,2,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,microtek greenburg★,sector 86,1.3,8754.0,2,2,3,10.0,Relatively New,1339.0,1,0,0,0,0,2,38,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ss the leaf★,sector 85,1.04,8320.0,2,2,3,17.0,New Property,1550.0,0,0,0,0,1,2,145,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,antriksh heights★,sector 84,0.84,4870.0,3,3,3+,8.0,New Property,1561.0,0,0,0,1,0,2,60,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,tulip violet,sector 69,1.65,8871.0,3,3,2,1.0,Relatively New,1860.0,0,0,0,0,0,1,69,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,mapsko mount ville★,sector 79,1.1,1415.0,3,3,3,22.0,Relatively New,1154.0,1,0,0,1,0,1,135,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,mapsko mount ville★,sector 79,1.2,8054.0,3,3,3+,24.0,Relatively New,1154.0,0,0,0,0,0,1,135,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,adani mk oyster grande★,sector 102,2.61,10046.0,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,2,21,"28.4750° N, 76.9715° E",28.475,76.9715
